codigo,nombre,1,2,aula,4,5,6,7,8,9,10,11,12,13,codigo_estudio,estudio,14,15,16,nombre_corto,18
"536","2n APD-M12 - Empresa i iniciativa emprenedora",,,,,,,0,14,,,"1.00000",,1.00000,"APD","Atenció a persones en situació de dependència",,,,"M 12",
"539","2n APD-M13 - Àngles",,,,,,,0,14,,,,,1.00000,"APD","Atenció a persones en situació de dependència",,,,"M 13",
"411","1r INS-M1 - Context de la intervenció social",,,,,,,0,14,,,"1.00000",,1.00000,"INS","Integració social",,,,"M 1",
"406","1r INS-M2 - Metodologia de la intervenció social",,,,,,,0,14,,,"INS",,1.00000,"INS","Integració social",,,,"M 2",
"407","1r INS-M3 - Promoció de l'autonomia personal",,,,,,,0,14,,,"1.00000",,1.00000,"INS","Integració social",,,,"M 3",
"409","1r INS-M6 - Atenció a les unitats de convivència",,,,,,,0,14,,,"INS",,1.00000,"INS","Integració social",,,,"M 6",
"408","1r INS-M9 - Habilitats socials",,,,,,,0,14,,,"0",,1.00000,"INS","Integració social",,,,"M 9",
"410","1r INS-M10 - Primers auxilis",,,,,,,0,14,,,,,1.00000,"INS","Integració social",0,16777215,,"M 10",
"527","1r INS-M11 - Formació i orientació laboral",,,,,,,0,14,,,"1.00000",,1.00000,"INS","Integració social",,,,"M 11",
"419","2n INS-M5 - Sistemes alternatius i augmentatius de comunicació",,,,,,99,0,14,,,,,1.00000,"INS","Integració social",,,,"M 5",
"420","2n INS-M7 - Suport a la intervenció educativa",,,,,,,0,14,,,"1.00000",,1.00000,"INS","Integració social",,,,"M 7",
"455","2n INS-M8 - Mediació comunitària",,,,,,,0,14,,,"0",,1.00000,"INS","Integració social",0,16777215,,"M 8",
"532","2n INS-M12 - Empresa i iniciativa emprenedora",,,,,,,0,14,,,"1.00000",,1.00000,"INS","Integració social",,,,"M 12",
"378","1r ARI-M1 - Sistemes elèctrics, pneumàtics i hidràulics",,,,,0,14,0,14,,,,,1.00000,"ARI","Automatització i robòtica industrial",0,16777215,,"M 1",
"380","1r ARI-M2 - Sistemes seqüèncials programables",,,,,,,0,14,,,"1.00000",,1.00000,"ARI","Automatització i robòtica industrial",,,,"M 2",
"381","1r ARI-M3 - Sistemes de mesura i regulació",,,,,,,0,14,,,"1.00000",,1.00000,"ARI","Automatització i robòtica industrial",,,,"M 3",
"383","1r ARI-M4 - Sistemes de potència",,,,,,,0,14,,,"0",,1.00000,"ARI","Automatització i robòtica industrial",0,16777215,,"M 4",
"379","1r ARI-M5 - Documentació tècnica en automatització i robòtica industrial","0",,,,0,,0,0,,,,,1.00000,"ARI","Automatització i robòtica industrial",,,,"M 5",
"382","1r ARI-M10 - Informàtica industrial",,,,,,,0,14,,,"14",,1.00000,"ARI","Automatització i robòtica industrial",,,,"M 10",
"384","1r ARI-M11 - Formació i orientació laboral",,,,,,,0,14,,,"1.00000",,1.00000,"ARI","Automatització i robòtica industrial",,,,"M 11",
"396","2n ARI-M6 - Sistemes programables avançats",,,,,,,0,14,,,"1.00000",,1.00000,"ARI","Automatització i robòtica industrial",,,,"M 6",
"403","2n ARI-M7 - Robòtica industrial",,,,,,,0,14,,,"0",,1.00000,"ARI","Automatització i robòtica industrial",0,16777215,,"M 7",
"405","2n ARI-M8 - Comunicació industrial",,,,,,,0,14,,,"14",,1.00000,"ARI","Automatització i robòtica industrial",,,,"M 8",
"412","2n ARI-M9 - Integració de sistemes d'automatització industrial",,,,,,99,0,14,,,,,1.00000,"ARI","Automatització i robòtica industrial",,,,"M9",
"413","2n ARI-M12 - Empresa i iniciativa emprenedora",,,,,,,0,14,,,"1.00000",,1.00000,"ARI","Automatització i robòtica industrial",,,,"M 12",
"340","1r EIN-M2 - Didàctica de l'educació infantil",,,,,,,0,14,,,"1.00000",,1.00000,"EIN","Educació infantil",,,,"M 2",
"343","1r EIN-M3 - Autonomia personal i salut infantil",,,,,,,0,14,,,"EIN",,1.00000,"EIN","Educació infantil",,,,"M 3",
"344","1r EIN-M5 - Expressió i comunicació",,,,,,,0,14,,,"14",,1.00000,"EIN","Educació infantil",,,,"M 5",
"341","1r EIN-M6 - Desenvolupament cognitiu i motriu",,,,,,,0,14,,,"1.00000",,1.00000,"EIN","Educació infantil",,,,"M 6",
"342","1r EIN-M7 - Desenvolupament socioafectiu",,,,,,,0,14,,,,,1.00000,"EIN","Educació infantil",,,,"M 7",
"348","2n EIN-M1 - Intervenció en famílies i atenció a menors en rics social",,,,,99,99,0,14,,,,,1.00000,"EIN","Educació infantil",,,,"M 1",
"346","2n EIN-M4 - El joc i la seva metodologia",,,,,,,0,14,,,,,1.00000,"EIN","Educació infantil",,,,"M 4",
"349","2n EIN-M8 - Habilitats socials",,,,,,,0,14,,,"0",,1.00000,"EIN","Educació infantil",0,16777215,,"M 8",
"347","2n EIN-M9 - Primers auxilis",,,,,,,0,14,,,,,1.00000,"EIN","Educació infantil",0,16777215,,"M 9",
"537","2n EIN-M10 - Formació i orientació laboral",,,,,,,0,14,,,"1.00000",,1.00000,"EIN","Educació infantil",,,,"M 10",
"533","2n EIN-M11 - Empresa i iniciativa emprenedora",,,,,,,0,14,,,"1.00000",,1.00000,"EIN","Educació infantil",,,,"M 11",
"98","1r GAD-M2 - Operacions de compravenda",,,,,,,0,14,,,"14",,1.00000,"GAD","Gestió administrativa",,,,"M 2",
"97","1r GAD-M3 - Operacions de recursos humans",,,,,,,0,14,,,,,1.00000,"GAD","Gestió administrativa",,,,"M 3",
"107","1r GAD-M4 - Operacions de gestió de tresoreria",,,,,,,0,14,,,"GAD",,1.00000,"GAD","Gestió administrativa",,,,"M 4",
"92","1r GAD-M5 - Tècnica comptable",,,,,,,0,14,,,,,1.00000,"GAD","Gestió administrativa",0,16777215,,"M 5",
"100","1r GAD-M7 - Tractament informàtic",,,,,,,0,14,,,"0",,1.00000,"GAD","Gestió administrativa",0,16777215,,"M 7",
"35","1r GAD-M12 - Formació i orientació laboral",,,,,,,0,14,,,"1.00000",,1.00000,"GAD","Gestió administrativa",,,,"M 12",
"108","2n GAD-M1 - Comunicació empresarial i atenció al client",,,,,0,14,0,14,,,,,1.00000,"GAD","Gestió administrativa",,,,"M 1",
"80","2n GAD-M6 - Tractament de la documentació comptable",,,,,,,0,14,,,"Gestió administrativa",,1.00000,"GAD","Gestió administrativa",,,,"M 6",
"96","2n GAD-M8 - Operacions administratives de suport",,,,,,,0,14,,,"GAD",,1.00000,"GAD","Gestió administrativa",,,,"M 8",
"67","2n GAD-M9 - Àngles",,,,,,,0,14,,,,,1.00000,"GAD","Gestió administrativa",,,,"M 9",
"464","2n GAD-M10 - Empresa i administració",,,,,,,0,14,,,"14",,1.00000,"GAD","Gestió administrativa",,,,"M 10",
"183","1r DIE-C1 - Organització i gestió de l'àrea de treball assignada",,,,,,99,0,14,,,,,1.00000,"DIE","Dietètica",,,,"C1",
"185","1r DIE-C2 - Alimentació equilibrada",,,,,,,0,14,,,"14",,1.00000,"DIE","Dietètica",,,,"C 2",
"173","1r DIE-C5 - Microbiologia i higiene alimentària",,,,,,,0,14,,,"DIE",,1.00000,"DIE","Dietètica",,,,"C5",
"189","1r DIE-C7 - Fisiopatologia adaptada a la dietètica",,,,,,,0,14,,,"Dietètica",,1.00000,"DIE","Dietètica",,,,"C7",
"21","1r DIE-C8 - Relacions en l'entorn de treball",,,,,,,0,14,,,"1.00000",,1.00000,"DIE","Dietètica",,,,"C8",
"191","2n DIE-C3 - Dieteràpia",,,,,,,0,14,,,,,1.00000,"DIE","Dietètica",,,,"C3",
"192","2n DIE-C4 - Control alimentari",,,,,,,0,14,,,"0",,1.00000,"DIE","Dietètica",0,16777215,,"C4",
"194","2n DIE-C6 - Educació sanitària i promoció de la salut",,,,,,,0,14,,,"Dietètica",,1.00000,"DIE","Dietètica",,,,"C6",
"509","2n DIE-C9 - Formació i orientació laboral",,,,,,,0,14,,,,,1.00000,"DIE","Dietètica",,,,"C 9",
"434","1r PRO-M1 - Representacions de construcció",,,,,,,0,14,,,"1.00000",,1.00000,"PRO","Projectes d'edificació",,,,"M 1",
"444","1r PRO-M3 - Replanteigs de construcció",,,,,,,0,14,,,,,1.00000,"PRO","Projectes d'edificació",,,,"M 3",
"441","1r PRO-M5 - Instal·lacions en edificació",,,,,,,0,14,,,,,1.00000,"PRO","Projectes d'edificació",,,,"M 5",
"445","1r PRO-M6 - Eficiència energètica en edificació",,,,,,,0,14,,,"PRO",,1.00000,"PRO","Projectes d'edificació",,,,"M 6",
"458","1r PRO-M9 - Estructures de construcció",,,,,,,0,14,,,,,1.00000,"PRO","Projectes d'edificació",,,,"M 9",
"442","1r PRO-M10 - Disseny i construcció d'edificis",,,,,,,0,14,,,"1.00000",,1.00000,"PRO","Projectes d'edificació",,,,"M 10",
"438","1r PRO-M11 - Formació i orientació laboral",,,,,,,0,14,,,"1.00000",,1.00000,"PRO","Projectes d'edificació",,,,"M 11",
"446","2n PRO-M2 - Amidaments i valoracions de construcció",,,,,,,0,14,,,"Projectes dedificació",,1.00000,"PRO","Projectes d'edificació",,,,"M 2",
"447","2n PRO-M4 - Planificació de construcció",,,,,,,0,14,,,,,1.00000,"PRO","Projectes d'edificació",,,,"M 4",
"473","2n PRO-M7 - Desenvolupament de projectes d'edificació residencial",,,,,,99,0,14,,,,,1.00000,"PRO","Projectes d'edificació",,,,"M 7",
"460","2n PRO-M8 - Desenvolupament de projectes d'edificació no residencial",,"0",,,99,99,0,14,,,,,1.00000,"PRO","Projectes d'edificació",,,,"M 8",
"474","2n PRO-M12 - Empresa i iniciativa emprenedora",,,,,,,0,14,,,"1.00000",,1.00000,"PRO","Projectes d'edificació",,,,"M 12",
"103","1r AF-M1 - Comunicació i atenció al client",,,,,,,0,14,,,"1.00000",,1.00000,"AF","Administració i finances",,,,"M 1",
"93","1r AF-M2 - Gestió de la documentació jurídica i empresarial",,,,,14,,0,14,,,,,1.00000,"AF","Administració i finances",,,,"M 2",
"90","1r AF-M3 - Procès integral de l'activitat comercial",,,,,,,0,14,,,"Administració i finances",,1.00000,"AF","Administració i finances",,,,"M 3",
"91","1r AF-M4 - Recursos humans i responsabilitat social corporativa",,,,,,99,0,14,,,,,1.00000,"AF","Administració i finances",,,,"M 4",
"99","1r AF-M5 - Ofimàtica i procès de la informació",,,,,,,0,14,,,"AF",,1.00000,"AF","Administració i finances",,,,"M 5",
"48","1r AF-M6 - Àngles",,,,,,,0,14,,,,,1.00000,"AF","Administració i finances",14,0,,"M 6",
"34","1r AF-M12 - Formació i orientació laboral",,,,,,,0,14,,,,,1.00000,"AF","Administració i finances",,,,"M 12",
"68","2n AF-M6 - Àngles",,,,,,,0,14,,,,,1.00000,"AF","Administració i finances",14,0,,"M 6",
"94","2n AF-M7 - Gestió de recursos humans",,,,,,,0,14,,,"14",,1.00000,"AF","Administració i finances",,,,"M 7",
"86","2n AF-M8 - Gestió financera",,,,,,,0,14,,,,,1.00000,"AF","Administració i finances",0,16777215,,"M 8",
"81","2n AF-M9 - Comptabilitat i fiscalitat",,,,,,,0,14,,,"14",,1.00000,"AF","Administració i finances",,,,"M 9",
"78","2n AF-M11 - Simulació empresarial",,,,,,,0,14,,,"0",,1.00000,"AF","Administració i finances",0,16777215,,"M 11",
"155","1r FAR-M1 - Oficina de farmàcia",,,,,,,0,14,,,"0",,1.00000,"FAR","Farmàcia i parafarmàcia",0,16777215,,"M 1",
"156","1r FAR-M2 - Dispensació de productes  farmacèutics",,,,,,,0,14,,"F","Farmàcia i parafarmàcia",,1.00000,"FAR","Farmàcia i parafarmàcia",,,,"M 2",
"157","1r FAR-M3 - Dispensació de productes parafarmacèutics",,,,,,,0,14,,"F","Farmàcia i parafarmàcia",,1.00000,"FAR","Farmàcia i parafarmàcia",,,,"M 3",
"158","1r FAR-M7 - Operacions bàsiques de laboratori",,,,,,,0,14,,,"1.00000",,1.00000,"FAR","Farmàcia i parafarmàcia",,,,"M 7",
"159","1r FAR-M9 - Anatomofisiologia i patologia bàsiques",,,,,,,0,14,,"F","Farmàcia i parafarmàcia",,1.00000,"FAR","Farmàcia i parafarmàcia",,,,"M 9",
"160","2n FAR-M2 - Dispensació de productes farmacèutics",,,,,,,0,14,,,"FAR",,1.00000,"FAR","Farmàcia i parafarmàcia",,,,"M 2",
"161","2n FAR-M4 - Formulació magistral",,,,,,,0,14,,,"0",,1.00000,"FAR","Farmàcia i parafarmàcia",0,16777215,,"M 4",
"162","2n FAR-M5 - Promoció de la salut",,,,,,,0,14,,,"0",,1.00000,"FAR","Farmàcia i parafarmàcia",0,16777215,,"M 5",
"163","2n FAR-M6 - Disposició i venda de productes",,,,,,,0,14,,,"1.00000",,1.00000,"FAR","Farmàcia i parafarmàcia",,,,"M 6",
"164","2n FAR-M8 - Primers auxilis",,,,,,,0,14,,,,,1.00000,"FAR","Farmàcia i parafarmàcia",0,16777215,,"M 8",
"30","2n FAR-M10 - Formació i orientació laboral",,,,,,,0,14,,,"1.00000",,1.00000,"FAR","Farmàcia i parafarmàcia",,,,"M 10",
"83","2n FAR-M11 - Empresa i iniciativa emprenedora",,,,,,,0,14,,,"1.00000",,1.00000,"FAR","Farmàcia i parafarmàcia",,,,"M 11",
"64","2n FAR-M12 - Àngles",,,,,,,0,14,,,,,1.00000,"FAR","Farmàcia i parafarmàcia",,,,"M 12",
"637","2n LCB-M3 - Biologia molecular i citogènica",,,,,,,0,14,,,"0",,1.00000,"LCB","Laboratori clínic i biomèdic",,,,"M 3",
"638","2n LCB-M4 - Anàlisi bioquímic",,,,,,,0,14,,,,,1.00000,"LCB","Laboratori clínic i biomèdic",,,,"M 4",
"639","2n LCB-M5 - Microbiologia química",,,,,,,0,14,,,,,1.00000,"LCB","Laboratori clínic i biomèdic",,,,"M 5",
"640","2n LCB-M9 - Formació i orientació laboral",,,,,,,0,14,,,,,1.00000,"LCB","Laboratori clínic i biomèdic",,,,"M 9",
"621","1r LCB-M1 - Gestió de mostres biològiques",,,,,,,0,14,,,,,1.00000,"LCB","Laboratori clínic i biomèdic",,,,"M 1",
"622","1r LCB-M2 - Tècniques generals de laboratori",,,,,,,0,14,,,"1.00000",,1.00000,"LDB","Laboratori clínic i biomèdic",,,,"M 2",
"626","1r LCB-M6 - Tècniques d'anàlisi hematològic",,,,,,,0,14,,,"1.00000",,1.00000,"LDB","Laboratori clínic i biomèdic",,,,"M 6",
"627","1r LCB-M7 - Tècniques d'immunodiagnòstic",,,,,,,0,14,,,,,1.00000,"LCB","Laboratori clínic i biomèdic",,,,"M 7",
"628","1r LCB-M8 - Fisiopatologia general",,,,,,,0,14,,,"14",,1.00000,"LCB","Laboratori clínic i biomèdic",,,,"M 8",
"601","1r PRID-M1 - Tractament de textos",,,,,,,0,14,,,"0",,1.00000,"PRID","Preimpressió digital",0,16777215,,"M 1",
"602","1r PRID-M2 - Tractaments d'imatges en mapa de bits",,,,,,,0,14,,,"Preimpressió digital",,1.00000,"PRID","Preimpressió digital",,,,"M 2",
"603","2n PRID-M3 - Imposició i obtenció digital de la forma impressora",,,,,,99,0,14,,,,,1.00000,"PRID","Preimpressió digital",,,,"M 3",
"604","1r PRID-M4 - Impressió digital",,,,,,,0,14,,,"0",,1.00000,"PRID","Preimpressió digital",0,16777215,,"M 4",
"606","1r PRID-M6 - Il·lustració vectorial",,,,,,,0,14,,,"14",,1.00000,"PRID","Preimpressió digital",,,,"M 6",
"607","1r PRID-M7 - Identificació de materials en preimpressió",,,,,0,14,0,14,,,,,1.00000,"PRID","Preimpressió digital",,,,"M 7",
"608","1r PRID-M8 - Realització de publicacions electròniques",,,,,0,14,0,14,,,,,1.00000,"PRID","Preimpressió digital",,,,"M 8",
"609","1r PRID-M9 - Formació i orientació laboral",,,,,,,0,14,,,"1.00000",,1.00000,"PRID","Preimpressió digital",,,,"M 9",
"611","1r PRID-M11 - Àngles",,,,,,,0,14,,,,,1.00000,"PRID","Preimpressió digital",,,,"M 11",
"645","2n PRID-M2 - Tractaments d'imatges en mapa de bits",,,,,,,0,14,,,"Preimpressió digital",,1.00000,"PRID","Preimpressió digital",,,,"M 2",
"646","2n PRID-M4 - Impressió digital",,,,,,,0,14,,,"0",,1.00000,"PRID","Preimpressió digital",,,,"M 4",
"647","2n PRID-M5 - Compaginació",,,,,,,0,14,,,,,1.00000,"PRID","Preimpressió digital",,,,"M 5",
"648","2n PRID-M8 - Realització de publicacions electròniques",,,,,0,14,0,14,,,,,1.00000,"PRID","Preimpressió digital",,,,"M 8",
"145","1r ES-M9 - Teleemergències",,,,,,,0,14,,,,,1.00000,"ES","Emergències sanitàries",,,,"M 9",
"4","1r ASIX-M12 - Formació i orientació laboral",,,,,,,0,14,,,,,1.00000,"ASIX","Administració de sistemes i implementació en xarxes",,,,"M 12",
"676","1r EE-M8 - Processos de muntatge d'instal·lacions",,,,,,,0,14,,,,,1.00000,"EE","Eficiència energètica",,,,"M 8",
"6","1r FAR-M10 - Formació i orientació laboral","1",,,,,,0,14,,,,,1.00000,"FAR","Farmàcia i parafarmàcia",,,,"M 10",
"3","2n INS-M4 - Inserció social",,,,,,,0,14,,,,,1.00000,"INS","Integració social",,,,"M 4",
"71","Optativa1 CAS",,,,,,,,,,,,,1.00000,"OP1","Curs d'accès a grau superior",,,,,
"73","Optativa2 CAS",,,,,,,,,,,,,1.00000,"OP2","Curs d'accès a grau superior",,,,,
"T","TUTORIA",,,,,,,,,,,,,1.00000,"TUT","TUTORIA",,,,,
"570","2n ACO-M12 - Formació i orientació laboral",,,,,,,0,14,,,"1.00000",,1.00000,"ACO","Activitats comercials",,,,"M 12",
"77","2n AF-M10 - Gestió logistica i comercial",,,,,,,0,14,,,,,1.00000,"AF","Administració i finances",,,,"M 10",
"655","1r ARI-M8 - Comunicacions industrials",,,,,,,0,14,,,,,1.00000,"ARI","Automatització i robòtica industrial",,,,"M 8",
"79","2n GAD-M11 - Empresa a l'aula",,,,,,,0,14,,,,,1.00000,"GAD","Gestió administrativa",,,,"M 11",
"641","2n LCB-M10 - Empresa i iniciativa emprenedora",,,,,,,0,14,,,,,1.00000,"LCB","Laboratori clínic i biomèdic",,,,"M 10",
"557","2n MAP-M13 - Projecte de síntesi de Màrqueting i publicitat",,,,,,,0,14,,,,,1.00000,"MAP","Màrqueting i publicitat",,,,"M 13",
"571","2n ACO-M13 - Projecte de síntesi d'Activitats comercials",,,,,,,0,14,,,,,1.00000,"ACO","Activitats comercials",,,,"M 13",
"592","2n ADI-M12 - Projecte de síntesi d'Assistència a la direcció",,,,,,,0,14,,,,,1.00000,"ADI","Assistència a la direcció",,,,"M 12",
"82","2n AF-M13 - Projecte de síntesi d'Administració i finances",,,,,,,0,14,,,,,1.00000,"AF","Administració i finances",,,,"M 13",
"339","2n APD-M14 - Projecte de síntesi d'Atenció a persones en situació de dependència",,,,,,,0,14,,,,,1.00000,"APD","Atenció a persones en situació de dependència",,,,"M 14",
"414","2n ARI-M13 - Projecte de síntesi d'Automatització i robòtica industrial",,,,,,,0,14,,,,,1.00000,"ARI","Automatització i robòtica industrial",,,,"M 13",
"503","2n ASIX-M14 - Projecte de síntesi d'Administració de sistemes informàtics en xarxa",,,,,,,0,14,,,,,1.00000,"ASIX","Administració de sistemes i implementació en xarxes",,,,"M 14",
"472","2n DAM-M13 - Projecte de síntesi de Desenvolupament d'aplicacions multiplataforma",,,,,,,0,14,,,,,1.00000,"DAM","Desenvolupament d'aplicacions multiplataforma",,,,"M13",
"502","CAI-C13 - Crèdit de síntesi de Cures auxiliars d'infermeria",,,,,,,0,14,,,,,1.00000,"CAI","Cures auxiliars d'infermeria",,,,"C 13",
"196","2n DIE-C11 - Crèdit de síntesi de Dietètica",,,,,,,0,14,,,,,1.00000,"DIE","Dietètica",,,,"C 11",
"686","2n EE-M12 - Projecte de síntesi d'Eficiència energètica",,,,,,,0,14,,,,,1.00000,"EE","Eficiència energètica",,,,"M 12",
"350","2n EIN-M12 - Projecte de síntesi d'Educació infantil",,,,,,,0,14,,,,,1.00000,"EIN","Educació infantil",,,,"M 12",
"154","2n ES-M14 - Projecte de síntesi d'Emergència sanitàries",,,,,,,0,14,,,,,1.00000,"ES","Emergències sanitàries",,,,"M 14",
"165","2n FAR-M13 - Projecte de síntesi de Farmàcia i parafarmàcia",,,,,,,0,14,,,,,1.00000,"FAR","Farmàcia i parafarmàcia",,,,"M 13",
"427","2n IEA-M14 - Projecte de síntesi d'Instal·lacions elèctriques automàtiques",,,,,,,0,14,,,,,1.00000,"IEA","Instal·lacions elèctriques automàtiques",,,,"M 14",
"262","2n IME-M11 - Projecte de síntesi de Manteniment electromecànic",,,,,,,0,14,,,,,1.00000,"IME","Manteniment electromecànic",,,,"M 11",
"476","2n INS-M13 - Projecte de síntesi d'Integració social",,,,,,,0,14,,,,,1.00000,"INS","Integració social",,,,"M 13",
"642","2n LCB-M12 - Projecte de síntesi de Laboratori clínic biomèdic",,,,,,,0,14,,,,,1.00000,"LCB","Laboratori clínic i biomèdic",,,,"M 12",
"230","2n MEC-M11 - Projecte de síntesi de Mecanització",,,,,,,0,14,,,,,1.00000,"MEC","Mecanització",,,,"M 11",
"251","2n PM-M13 - Projecte de síntesi de Fabricació de productes mecànics",,,,,,,0,14,,,,,1.00000,"PM","Programació de la producció en fabricació mecànica",,,,"M 13",
"651","2n PRID-M12 - Projecte de síntesi de Preimpressió digital",,,,,,,0,14,,,,,1.00000,"PRID","Preimpressió digital",,,,"M 12",
"459","2n PRO-M13 - Projecte de síntesi en Edificació",,,,,,,0,14,,,,,1.00000,"PRO","Projectes d'edificació",,,,"M 13",
"236","2n SIC-M11 - Projecte de síntesi de Soldadura i calderia",,,,,,,0,14,,,,,1.00000,"SIC","Soldadura i caldereria",,,,"M 11",
"466","2n SMX-M12 - Projecte de síntesi de Sistemes microinfomàtics en xarxes",,,,,,,0,14,,,,,1.00000,"SMX","Sistemes microinformàtics en xarxes",,,,"M 12",
"636","2n IT-M13 - Projecte de síntesi d'Instal·lacions de telecomunicacions",,,,,,,0,14,,,,,1.00000,"IT","Instal·lacions de telecomunicacions",,,,"M 13",
"581","1r ADI-M1 - Comunicació i atenció al client",,,,,,,0,14,,,,,1.00000,"ADI","Assistència a la direcció",,,,"M 1",
"582","1r ADI-M2 - Gestió de la documentació jurídica i empresarial",,,,,,,0,14,,,,,1.00000,"ADI","Assistència a la direcció",,,,"M 2",
"583","1r ADI-M3 - Procès integral de l'activitat comercial",,,,,,,0,14,,,,,1.00000,"ADI","Assistència a la direcció",,,,"M 3",
"584","1r ADI-M4 - Recursos humans i responsabilitat social corporativa",,,,,,,0,14,,,,,1.00000,"ADI","Assistència a la direcció",,,,"M 4",
"585","1r ADI-M5 - Ofimàtica i procès de la informació",,,,,,,0,14,,,,,1.00000,"ADI","Assistència a la direcció",,,,"M 5",
"586","1r ADI-M6 - Àngles",,,,,,,0,14,,,,,1.00000,"ADI","Assistència a la direcció",,,,"M 6",
"591","1r ADI-M11 - Formació i orientació laboral",,,,,,,0,14,,,,,1.00000,"ADI","Assistència a la direcció",,,,"M 11",
"ADULTS","Classe escola d'adults",,,,,,,,,,,,,1.00000,,,,,,,
"658","2n ARI-M2 - Sistemes seqüencials programables",,,,,,,0,14,,,,,1.00000,"ARI","Automatització i robòtica industrial",,,,"M 2",
"659","2n ARI-M3 - Sistemes de mesura i regulació",,,,,,,0,14,,,,,1.00000,"ARI","Automatització i robòtica industrial",,,,"M 3",
"660","2n ARI-M4 - Sistemes de potència",,,,,,,0,14,,,,,1.00000,"ARI","Automatització i robòtica industrial",,,,"M 4",
"661","2n ARI-M5 - Documentació tècnica en automatització i robòtica industrial",,,,,,,0,14,,,,,1.00000,"ARI","Automatització i robòtica industrial",,,,"M 5",
"674","1r EE-M5 - Certificació energètica d'edificis",,,,,,,0,14,,,,,1.00000,"EE","Eficiència energètica",,,,"M 5",
"679","1r EE-M14 - Instal·lacions automatitzades en els edificis",,,,,,,0,14,,,,,1.00000,"EE","Eficiència energètica",,,,"M 14",
"680","2n EE-M2 - Gestió eficient de l'aigua en edificació",,,,,,,0,14,,,,,1.00000,"EE","Eficiència energètica",,,,"M 2",
"681","2n EE-M4 - Promoció de l'ús eficient de l'energia i de l'aigua",,,,,,,0,14,,,,,1.00000,"EE","Eficiència energètica",,,,"M 4",
"682","2n EE-M5 - Certificació energca d'edificis",,,,,,,0,14,,,,,1.00000,"EE","Eficiència energètica",,,,"M 5",
"683","2n EE-M6 - Eficiència energètica d'instal·lacions",,,,,,,0,14,,,,,1.00000,"EE","Eficiència energètica",,,,"M 6",
"684","2n EE-M9 - Equips i instal·lacions tèrmiques",,,,,,,0,14,,,,,1.00000,"EE","Eficiència energètica",,,,"M 9",
"685","2n EE-M11 - Empresa i iniciativa emprenedora",,,,,,,0,14,,,,,1.00000,"EE","Eficiència energètica",,,,"M 11",
"653","2n PM-M2 - Definició de processos de mecanització, conformat i muntatge",,,,,,,0,14,,,,,1.00000,"PM","Programació de la producció en fabricació mecànica",,,,"M 2",
"233","2n PM-M4 (DUAL) - Fabricació assistida per ordinador",,,,,,,0,14,,,,,1.00000,"PM","Programació de la producció en fabricació mecànica",,,,"M 4",
"240","2n PM-M5 (DUAL) - Programació de sistemes automàtics de fabricació mecànica",,,,,,,0,14,,,,,1.00000,"PM","Programació de la producció en fabricació mecànica",,,,"M 5",
"258","2n PM-M7 (DUAL) - Execució de processos de fabricació",,,,,,,0,14,,,,,1.00000,"PM","Programació de la producció en fabricació mecànica",,,,"M 7",
"259","2n PM-M9 (DUAL) - Gestió de la qualitat, prevenció de riscos laborals i protecció ambientals",,,,,,,0,14,,,,,1.00000,"PM","Programació de la producció en fabricació mecànica",,,,"M 9",
"263","2n PM-M12 (DUAL) - Empresa i iniciativa emprenedora",,,,,,,0,14,,,,,1.00000,"PM","Programació de la producció en fabricació mecànica",,,,"M 12",
"292","2n PM-M13 (DUAL) - Projecte de fabricació de productes mecànics",,,,,,,0,14,,,,,1.00000,"PM","Programació de la producció en fabricació mecànica",,,,"M 13",
"663","1r DEPIM-M1 - Materials de producció gràfica",,,,,,,0,14,,,,,1.00000,"DEPIM","Disseny i edició de publicacions impreses i multimèdia",,,,"M 1",
"664","1r DEPIM-M2 - Organització dels processos de preimpressió digital",,,,,,,0,14,,,,,1.00000,"DEPIM","Disseny i edició de publicacions impreses i multimèdia",,,,"M 2",
"665","1r DEPIM-M3 - Disseny de productes gràfics",,,,,,,0,14,,,,,1.00000,"DEPIM","Disseny i edició de publicacions impreses i multimèdia",,,,"M 3",
"666","1r DEPIM-M4 - Gestió de la producció en processos d'edició",,,,,,,0,14,,,,,1.00000,"DEPIM","Disseny i edició de publicacions impreses i multimèdia",,,,"M 4",
"667","1r DEPIM-M5 - Producció editorial",,,,,,,0,14,,,,,1.00000,"DEPIM","Disseny i edició de publicacions impreses i multimèdia",,,,"M 5",
"668","1r DEPIM-M6 - Disseny estructural d'envàs i embalatge",,,,,,,0,14,,,,,1.00000,"DEPIM","Disseny i edició de publicacions impreses i multimèdia",,,,"M 6",
"669","1r DEPIM-M7 - Disseny i planificació de projectes editorials multimèdia",,,,,,,0,14,,,,,1.00000,"DEPIM","Disseny i edició de publicacions impreses i multimèdia",,,,"M 7",
"670","1r DEPIM-M9 - Comercialització de productes gràfics i atenció al client",,,,,,,0,14,,,,,1.00000,"DEPIM","Disseny i edició de publicacions impreses i multimèdia",,,,"M 9",
"971","1r DEPIM-M10 - Formació i orientació laboral",,,,,,,0,14,,,,,1.00000,"DEPIM","Disseny i edició de publicacions impreses i multimèdia",,,,"M 10",
"649","2n PRID-M9 - Formació i orientació laboral",,,,,,,0,14,,,,,1.00000,"PRID","Preimpressió digital",,,,"M9",
